alpha,entry_latency_ms,exit_horizon_ms,total_pnl,selected,observed,fills,pnl_per_selected,pnl_per_observed,pnl_per_fill,hit_rate,max_drawdown
ret1s_reversal,10,2000,-46.72559999999997,725,154,151,-0.06444910344827583,-0.3034129870129868,-0.30944105960264884,0.059602649006622516,47.19909999999997
ret1s_reversal,10,3000,-37.01389999999999,725,147,144,-0.05105365517241378,-0.251795238095238,-0.25704097222222216,0.0625,37.29499999999999
ret1s_reversal,10,4000,-35.896499999999996,725,143,140,-0.04951241379310344,-0.2510244755244755,-0.2564035714285714,0.07857142857142857,36.2737
ret1s_reversal,10,5000,-38.7944248,725,138,135,-0.05350955144827586,-0.2811190202898551,-0.28736610962962966,0.05925925925925926,39.171624800000004
ret1s_reversal,10,7500,-43.80015000000002,725,129,126,-0.06041400000000003,-0.3395360465116281,-0.3476202380952383,0.15079365079365079,44.177350000000025
ret1s_reversal,10,10000,-37.01945,725,124,121,-0.05106131034482758,-0.2985439516129032,-0.30594586776859506,0.14049586776859505,37.300549999999994
ret1s_reversal,25,500,-44.8202595,725,163,157,-0.06182104758620689,-0.2749709171779141,-0.28547935987261147,0.025477707006369428,45.2937595
ret1s_reversal,25,750,-47.062135500000004,725,163,157,-0.0649132903448276,-0.2887247576687117,-0.2997588248407644,0.025477707006369428,47.7286355
ret1s_reversal,25,1000,-47.319034500000015,725,163,157,-0.06526763379310346,-0.2903008251533743,-0.30139512420382175,0.025477707006369428,47.792534500000016
ret1s_reversal,25,1500,-47.679767500000004,725,162,156,-0.06576519655172415,-0.2943195524691358,-0.3056395352564103,0.04487179487179487,48.056967500000006
ret1s_reversal,25,2000,-45.30828399999997,725,156,150,-0.06249418482758617,-0.29043771794871776,-0.30205522666666645,0.05333333333333334,45.78178399999997
ret1s_reversal,25,3000,-35.7058,725,149,143,-0.04924937931034483,-0.23963624161073827,-0.2496909090909091,0.055944055944055944,35.9869
ret1s_reversal,25,4000,-35.28335,725,145,139,-0.048666689655172415,-0.24333344827586206,-0.2538370503597122,0.07194244604316546,35.66055
ret1s_reversal,25,5000,-38.3455748,725,140,134,-0.052890448,-0.2738969628571429,-0.28616100597014926,0.05223880597014925,38.7227748
ret1s_reversal,25,7500,-42.92530000000003,725,131,125,-0.059207310344827624,-0.3276740458015269,-0.3434024000000002,0.144,43.30250000000003
ret1s_reversal,25,10000,-36.08994999999999,725,126,120,-0.04977924137931033,-0.2864281746031745,-0.30074958333333324,0.13333333333333333,36.37104999999998
ret1s_reversal,50,500,-43.97522999999999,725,163,154,-0.060655489655172395,-0.26978668711656434,-0.2855534415584415,0.012987012987012988,43.97522999999999
ret1s_reversal,50,750,-46.60387750000001,725,163,154,-0.0642812103448276,-0.28591335889570557,-0.30262258116883123,0.012987012987012988,46.60387750000001
ret1s_reversal,50,1000,-46.640217000000014,725,163,154,-0.06433133379310346,-0.28613630061349704,-0.30285855194805206,0.01948051948051948,46.640217000000014
ret1s_reversal,50,1500,-46.90465,725,162,153,-0.06469606896551723,-0.28953487654320986,-0.306566339869281,0.0457516339869281,46.92785
ret1s_reversal,50,2000,-45.06219999999997,725,156,147,-0.062154758620689615,-0.2888602564102562,-0.3065455782312923,0.047619047619047616,45.06219999999997
ret1s_reversal,50,3000,-35.165200000000006,725,149,140,-0.04850372413793104,-0.2360080536912752,-0.25118,0.05,35.165200000000006
ret1s_reversal,50,4000,-34.88909999999999,725,145,136,-0.04812289655172413,-0.24061448275862063,-0.2565374999999999,0.058823529411764705,34.88909999999999
ret1s_reversal,50,5000,-37.951324799999995,725,140,131,-0.052346654896551714,-0.2710808914285714,-0.2897047694656488,0.03816793893129771,37.951324799999995
ret1s_reversal,50,7500,-42.48445000000003,725,131,122,-0.058599241379310385,-0.3243087786259544,-0.34823319672131176,0.13114754098360656,42.48445000000003
ret1s_reversal,50,10000,-35.64839999999998,725,126,117,-0.049170206896551695,-0.28292380952380936,-0.3046871794871793,0.11965811965811966,35.64839999999998
ret1s_reversal,100,500,-40.87198,725,163,153,-0.05637514482758621,-0.25074834355828224,-0.26713712418300656,0.013071895424836602,40.87198
ret1s_reversal,100,750,-43.50602750000001,725,163,153,-0.06000831379310346,-0.2669081441717792,-0.28435312091503273,0.026143790849673203,43.50602750000001
ret1s_reversal,100,1000,-43.048667000000016,725,163,153,-0.05937747172413795,-0.26410225153374245,-0.2813638366013073,0.0196078431372549,43.048667000000016
ret1s_reversal,100,1500,-43.17029999999999,725,162,152,-0.05954524137931033,-0.2664833333333333,-0.2840151315789473,0.046052631578947366,43.49434999999999
ret1s_reversal,100,2000,-41.877299999999984,725,156,146,-0.057761793103448256,-0.2684442307692307,-0.2868308219178081,0.04794520547945205,41.877299999999984
ret1s_reversal,100,3000,-32.484399999999994,725,149,139,-0.04480606896551723,-0.21801610738255028,-0.23370071942446038,0.06474820143884892,32.484399999999994
ret1s_reversal,100,4000,-32.31164999999998,725,145,135,-0.044567793103448244,-0.22283896551724122,-0.2393455555555554,0.06666666666666667,32.31164999999998
ret1s_reversal,100,5000,-34.982324799999994,725,140,130,-0.04825148248275861,-0.24987374857142852,-0.2690948061538461,0.05384615384615385,34.982324799999994
ret1s_reversal,100,7500,-39.799900000000015,725,131,121,-0.05489641379310347,-0.30381603053435124,-0.3289247933884299,0.1322314049586777,39.799900000000015
ret1s_reversal,100,10000,-33.25479999999998,725,126,116,-0.045868689655172386,-0.26392698412698395,-0.2866793103448274,0.13793103448275862,33.25479999999998
ret1s_reversal,250,500,-33.4860432,725,163,151,-0.04618764579310344,-0.20543584785276073,-0.22176187549668872,0.013245033112582781,33.4860432
ret1s_reversal,250,750,-35.432894700000006,725,163,151,-0.048872958206896557,-0.2173797220858896,-0.2346549317880795,0.033112582781456956,35.432894700000006
ret1s_reversal,250,1000,-35.56573140000001,725,163,151,-0.049056181241379324,-0.21819467116564426,-0.23553464503311267,0.019867549668874173,35.56573140000001
ret1s_reversal,250,1500,-35.824380799999986,725,162,150,-0.04941293903448274,-0.22113815308641965,-0.23882920533333324,0.04666666666666667,35.86784999999998
ret1s_reversal,250,2000,-35.465340000000005,725,156,144,-0.04891771034482759,-0.2273419230769231,-0.24628708333333338,0.08333333333333333,35.465340000000005
ret1s_reversal,250,3000,-25.555695600000007,725,149,137,-0.03524923531034484,-0.17151473557046984,-0.1865379240875913,0.10948905109489052,25.555695600000007
ret1s_reversal,250,4000,-26.07614559999999,725,145,133,-0.03596709737931033,-0.17983548689655166,-0.1960612451127819,0.09774436090225563,26.07614559999999
ret1s_reversal,250,5000,-29.196858400000004,725,140,128,-0.04027152882758621,-0.2085489885714286,-0.22810045625000003,0.078125,29.196858400000004
ret1s_reversal,250,7500,-34.8163516,725,131,119,-0.04802255393103448,-0.26577367633587784,-0.2925743831932773,0.15126050420168066,34.8163516
ret1s_reversal,250,10000,-28.415628400000003,725,126,114,-0.03919397020689656,-0.22552086031746035,-0.24925989824561406,0.14035087719298245,28.415628400000003
ret5s_momentum,5,500,-22.302980399999996,693,173,163,-0.032183232900432894,-0.12891896184971097,-0.1368281006134969,0.17791411042944785,22.329130399999997
ret5s_momentum,5,750,-19.771085999999997,693,173,163,-0.028529705627705623,-0.11428373410404623,-0.12129500613496931,0.20245398773006135,19.797235999999998
ret5s_momentum,5,1000,-17.991686000000005,693,173,163,-0.025962028860028866,-0.10399818497109829,-0.11037844171779145,0.20245398773006135,17.991686000000005
ret5s_momentum,5,1500,-14.099650000000008,693,171,161,-0.020345815295815306,-0.0824540935672515,-0.08757546583850936,0.22981366459627328,14.099650000000008
ret5s_momentum,5,2000,-11.660800000000002,693,166,156,-0.016826551226551228,-0.07024578313253013,-0.07474871794871796,0.21153846153846154,11.661200000000003
ret5s_momentum,5,3000,-20.719889999999996,693,160,150,-0.02989883116883116,-0.12949931249999996,-0.13813259999999997,0.24666666666666667,21.196139999999996
ret5s_momentum,5,4000,-16.4484,693,156,146,-0.023735064935064935,-0.10543846153846154,-0.11266027397260274,0.2945205479452055,16.81875
ret5s_momentum,5,5000,-16.355299999999993,693,151,141,-0.02360072150072149,-0.10831324503311253,-0.11599503546099285,0.2907801418439716,17.497399999999995
ret5s_momentum,5,7500,-6.333850000000004,693,142,132,-0.009139754689754696,-0.04460457746478876,-0.047983712121212156,0.36363636363636365,11.028899999999998
ret5s_momentum,5,10000,-11.824049999999996,693,138,128,-0.017062121212121206,-0.0856815217391304,-0.09237539062499997,0.3828125,15.299599999999996
ret5s_momentum,10,500,-20.612609999999997,693,173,159,-0.029744025974025968,-0.1191480346820809,-0.12963905660377356,0.1761006289308176,20.638759999999998
ret5s_momentum,10,750,-19.011185999999995,693,173,159,-0.027433168831168826,-0.10989124855491327,-0.11956720754716978,0.20125786163522014,19.037335999999996
ret5s_momentum,10,1000,-17.032886000000005,693,173,159,-0.024578479076479084,-0.09845598843930639,-0.10712506918238997,0.20125786163522014,17.032886000000005
ret5s_momentum,10,1500,-13.146000000000004,693,171,157,-0.018969696969696977,-0.07687719298245617,-0.08373248407643315,0.2229299363057325,13.146000000000004
ret5s_momentum,10,2000,-10.205700000000006,693,167,153,-0.014726839826839835,-0.06111197604790423,-0.06670392156862749,0.2222222222222222,10.206100000000006
ret5s_momentum,10,3000,-19.815989999999996,693,161,147,-0.02859450216450216,-0.12308068322981364,-0.13480265306122446,0.24489795918367346,20.292239999999996
ret5s_momentum,10,4000,-15.74925,693,157,143,-0.022726190476190476,-0.10031369426751592,-0.11013461538461539,0.2937062937062937,16.119600000000002
ret5s_momentum,10,5000,-15.661499999999993,693,152,138,-0.022599567099567088,-0.10303618421052627,-0.11348913043478256,0.2826086956521739,16.654849999999996
ret5s_momentum,10,7500,-5.722750000000004,693,144,130,-0.008257936507936514,-0.03974131944444447,-0.044021153846153876,0.36153846153846153,11.0289
ret5s_momentum,10,10000,-11.816299999999996,693,140,126,-0.017050937950937945,-0.08440214285714283,-0.0937801587301587,0.373015873015873,14.983549999999997
ret5s_momentum,25,500,-20.93835,693,173,150,-0.030214069264069263,-0.12103092485549133,-0.139589,0.12666666666666668,20.9645
ret5s_momentum,25,750,-20.406185999999998,693,173,150,-0.02944615584415584,-0.11795483236994218,-0.13604123999999998,0.17333333333333334,20.432336
ret5s_momentum,25,1000,-18.874686,693,173,150,-0.027236199134199134,-0.10910223121387283,-0.12583124,0.17333333333333334,18.874686
ret5s_momentum,25,1500,-14.832800000000006,693,173,150,-0.021403751803751814,-0.08573872832369946,-0.09888533333333337,0.21333333333333335,14.832800000000006
ret5s_momentum,25,2000,-10.801850000000004,693,171,148,-0.015587085137085142,-0.06316871345029242,-0.072985472972973,0.22972972972972974,10.812400000000004
ret5s_momentum,25,3000,-17.855649999999997,693,165,142,-0.02576572871572871,-0.1082160606060606,-0.12574401408450703,0.2605633802816901,18.331899999999997
ret5s_momentum,25,4000,-15.367450000000002,693,163,140,-0.02217525252525253,-0.09427883435582823,-0.10976750000000002,0.2857142857142857,15.737800000000004
ret5s_momentum,25,5000,-15.239999999999995,693,158,135,-0.021991341991341985,-0.09645569620253161,-0.11288888888888884,0.28888888888888886,15.978299999999999
ret5s_momentum,25,7500,-5.079700000000001,693,150,127,-0.007330014430014431,-0.033864666666666675,-0.0399976377952756,0.3700787401574803,10.486799999999997
ret5s_momentum,25,10000,-11.173249999999996,693,146,123,-0.016123015873015865,-0.07652910958904106,-0.0908394308943089,0.37398373983739835,13.978849999999998
ret5s_momentum,50,500,-21.278749999999995,693,175,140,-0.030705266955266947,-0.12159285714285711,-0.1519910714285714,0.09285714285714286,21.278749999999995
ret5s_momentum,50,750,-21.03198599999999,693,175,140,-0.03034918614718613,-0.12018277714285708,-0.15022847142857135,0.12142857142857143,21.03198599999999
ret5s_momentum,50,1000,-19.456035999999997,693,175,140,-0.02807508802308802,-0.11117734857142855,-0.1389716857142857,0.1357142857142857,19.456035999999997
ret5s_momentum,50,1500,-15.001950000000004,693,175,140,-0.021647835497835503,-0.08572542857142859,-0.10715678571428575,0.20714285714285716,15.001950000000004
ret5s_momentum,50,2000,-11.021750000000003,693,173,138,-0.015904401154401157,-0.06370953757225435,-0.07986775362318843,0.2028985507246377,11.045200000000003
ret5s_momentum,50,3000,-17.829049999999995,693,168,133,-0.02572734487734487,-0.10612529761904758,-0.13405300751879695,0.23308270676691728,18.020449999999997
ret5s_momentum,50,4000,-15.233900000000002,693,166,131,-0.021982539682539687,-0.09177048192771085,-0.11628931297709925,0.2748091603053435,15.880650000000005
ret5s_momentum,50,5000,-15.401349999999994,693,161,126,-0.022224170274170264,-0.09566055900621113,-0.12223293650793646,0.2698412698412698,16.6847
ret5s_momentum,50,7500,-8.897849999999998,693,153,118,-0.012839610389610387,-0.05815588235294117,-0.07540550847457626,0.3220338983050847,11.643300000000004
ret5s_momentum,50,10000,-11.280399999999995,693,151,116,-0.01627763347763347,-0.07470463576158937,-0.09724482758620685,0.35344827586206895,14.4057
ret5s_momentum,100,500,-16.270899999999997,693,180,123,-0.023478932178932176,-0.09039388888888887,-0.13228373983739836,0.08130081300813008,16.270899999999997
ret5s_momentum,100,750,-16.531236000000003,693,180,123,-0.02385459740259741,-0.09184020000000002,-0.13440029268292686,0.10569105691056911,16.531236000000003
ret5s_momentum,100,1000,-15.357386,693,180,123,-0.022160730158730158,-0.08531881111111111,-0.12485679674796749,0.12195121951219512,15.357386
ret5s_momentum,100,1500,-12.11110000000001,693,180,123,-0.01747633477633479,-0.06728388888888893,-0.0984642276422765,0.18699186991869918,12.11110000000001
ret5s_momentum,100,2000,-8.373550000000005,693,178,121,-0.01208304473304474,-0.04704241573033711,-0.06920289256198352,0.21487603305785125,8.491950000000005
ret5s_momentum,100,3000,-13.906800000000002,693,173,116,-0.02006753246753247,-0.08038612716763006,-0.11988620689655174,0.25862068965517243,14.725250000000003
ret5s_momentum,100,4000,-10.688750000000006,693,171,114,-0.015423881673881682,-0.0625073099415205,-0.09376096491228075,0.2631578947368421,11.878600000000008
ret5s_momentum,100,5000,-11.712049999999998,693,168,111,-0.016900505050505048,-0.06971458333333332,-0.10551396396396394,0.2702702702702703,13.166250000000002
ret5s_momentum,100,7500,-8.096600000000004,693,162,105,-0.011683405483405488,-0.04997901234567904,-0.07711047619047623,0.3333333333333333,10.959550000000005
ret5s_momentum,100,10000,-8.179300000000001,693,161,104,-0.011802741702741705,-0.05080310559006212,-0.0786471153846154,0.3269230769230769,11.422100000000004
ret5s_momentum,250,500,-17.655610000000003,693,176,114,-0.025477070707070712,-0.10031596590909092,-0.1548737719298246,0.02631578947368421,17.655610000000003
ret5s_momentum,250,750,-17.764436000000003,693,176,114,-0.025634106782106786,-0.10093429545454548,-0.1558283859649123,0.06140350877192982,17.764436000000003
ret5s_momentum,250,1000,-14.713149999999999,693,176,114,-0.02123109668109668,-0.08359744318181818,-0.12906271929824562,0.07894736842105263,14.713149999999999
ret5s_momentum,250,1500,-12.79655000000001,693,176,114,-0.01846544011544013,-0.07270767045454551,-0.11225043859649132,0.14035087719298245,12.79655000000001
ret5s_momentum,250,2000,-9.125550000000008,693,174,112,-0.013168181818181829,-0.052445689655172455,-0.08147812500000007,0.17857142857142858,9.243950000000007
ret5s_momentum,250,3000,-15.372850000000007,693,170,108,-0.022183044733044742,-0.09042852941176474,-0.14234120370370376,0.2222222222222222,15.965950000000003
ret5s_momentum,250,4000,-12.452450000000006,693,168,106,-0.01796890331890333,-0.07412172619047623,-0.11747594339622647,0.22641509433962265,13.363600000000003
ret5s_momentum,250,5000,-13.608899999999998,693,164,102,-0.019637662337662336,-0.0829810975609756,-0.1334205882352941,0.21568627450980393,14.784399999999998
ret5s_momentum,250,7500,-10.654250000000008,693,158,96,-0.015374098124098136,-0.06743196202531651,-0.11098177083333342,0.2708333333333333,13.157750000000005
ret5s_momentum,250,10000,-10.977400000000006,693,157,95,-0.01584040404040405,-0.06991974522292997,-0.11555157894736849,0.28421052631578947,14.073950000000005
ret5s_reversal,5,500,-47.873929999999994,693,164,164,-0.06908215007215006,-0.2919142073170731,-0.2919142073170731,0.03048780487804878,48.347429999999996
ret5s_reversal,5,750,-50.63127750000001,693,164,164,-0.07306100649350651,-0.30872730182926833,-0.30872730182926833,0.03048780487804878,51.29777750000001
ret5s_reversal,5,1000,-51.36296700000002,693,164,164,-0.07411683549783553,-0.3131888231707318,-0.3131888231707318,0.03048780487804878,51.83646700000002
ret5s_reversal,5,1500,-50.94005,693,161,161,-0.07350656565656566,-0.3163978260869565,-0.3163978260869565,0.049689440993788817,51.31725
ret5s_reversal,5,2000,-50.683649999999965,693,155,155,-0.07313658008658004,-0.3269912903225804,-0.3269912903225804,0.03870967741935484,51.157149999999966
ret5s_reversal,5,3000,-41.94580000000002,693,148,148,-0.06052784992784996,-0.2834175675675677,-0.2834175675675677,0.033783783783783786,42.226900000000015
ret5s_reversal,5,4000,-40.06624999999998,693,144,144,-0.05781565656565654,-0.2782378472222221,-0.2782378472222221,0.05555555555555555,40.443449999999984
ret5s_reversal,5,5000,-41.04952480000001,693,139,139,-0.05923452352092353,-0.2953203223021583,-0.2953203223021583,0.03597122302158273,41.42672480000001
ret5s_reversal,5,7500,-46.51350000000002,693,129,129,-0.06711904761904765,-0.36056976744186064,-0.36056976744186064,0.13953488372093023,46.890700000000024
ret5s_reversal,5,10000,-39.074600000000004,693,124,124,-0.05638470418470419,-0.3151177419354839,-0.3151177419354839,0.12903225806451613,39.3557
ret5s_reversal,10,500,-46.44497999999999,693,164,161,-0.06702017316017314,-0.28320109756097556,-0.28847813664596267,0.031055900621118012,46.91847999999999
ret5s_reversal,10,750,-49.50992750000001,693,164,161,-0.07144289682539684,-0.30188980182926833,-0.3075150776397516,0.024844720496894408,50.17642750000001
ret5s_reversal,10,1000,-50.24161700000002,693,164,161,-0.07249872582972586,-0.3063513231707318,-0.31205973291925476,0.024844720496894408,50.71511700000002
ret5s_reversal,10,1500,-49.406250000000014,693,161,158,-0.07129329004329006,-0.30687111801242245,-0.31269778481012667,0.05063291139240506,49.783450000000016
ret5s_reversal,10,2000,-49.15464999999997,693,155,152,-0.07093023088023083,-0.3171267741935482,-0.32338585526315766,0.039473684210526314,49.62814999999997
ret5s_reversal,10,3000,-41.38815000000002,693,149,146,-0.0597231601731602,-0.27777281879194643,-0.2834804794520549,0.03424657534246575,41.66925000000001
ret5s_reversal,10,4000,-38.865349999999985,693,145,142,-0.05608275613275611,-0.268036896551724,-0.2736996478873238,0.056338028169014086,39.24254999999999
ret5s_reversal,10,5000,-39.99682480000001,693,140,137,-0.05771547590187592,-0.2856916057142858,-0.29194762627737236,0.0364963503649635,40.374024800000015
ret5s_reversal,10,7500,-45.60955000000003,693,130,127,-0.0658146464646465,-0.3508426923076925,-0.35913031496063014,0.14173228346456693,45.98675000000003
ret5s_reversal,10,10000,-38.319950000000006,693,125,122,-0.055295743145743155,-0.30655960000000004,-0.3140979508196722,0.13114754098360656,38.60105
ret5s_reversal,25,500,-45.789109499999995,693,164,160,-0.06607375108225108,-0.2792018871951219,-0.28618193437499995,0.025,46.262609499999996
ret5s_reversal,25,750,-47.944935500000014,693,164,160,-0.06918461111111113,-0.2923471676829269,-0.2996558468750001,0.01875,48.61143550000001
ret5s_reversal,25,1000,-48.807134500000025,693,164,160,-0.07042876551226555,-0.29760447865853673,-0.30504459062500017,0.01875,49.280634500000026
ret5s_reversal,25,1500,-48.02951750000001,693,161,157,-0.06930666305916308,-0.29831998447204977,-0.30592049363057333,0.044585987261146494,48.40671750000001
ret5s_reversal,25,2000,-48.36848399999997,693,156,152,-0.06979579220779215,-0.3100543846153844,-0.3182137105263156,0.03289473684210526,48.84198399999997
ret5s_reversal,25,3000,-40.56090000000002,693,150,146,-0.05852943722943726,-0.27040600000000015,-0.27781438356164395,0.0273972602739726,40.84200000000001
ret5s_reversal,25,4000,-38.781049999999986,693,146,142,-0.05596111111111109,-0.2656236301369862,-0.27310598591549284,0.04929577464788732,39.15824999999999
ret5s_reversal,25,5000,-40.02882480000002,693,141,137,-0.057761651948051974,-0.28389237446808524,-0.29218120291970817,0.029197080291970802,40.40602480000002
ret5s_reversal,25,7500,-45.64510000000003,693,131,127,-0.06586594516594521,-0.3484358778625956,-0.35941023622047263,0.13385826771653545,46.02230000000003
ret5s_reversal,25,10000,-38.30085000000001,693,126,122,-0.055268181818181834,-0.3039750000000001,-0.31394139344262306,0.12295081967213115,38.581950000000006
ret5s_reversal,50,500,-45.00952999999999,693,164,156,-0.06494881673881672,-0.27444835365853654,-0.28852262820512814,0.01282051282051282,45.00952999999999
ret5s_reversal,50,750,-47.65212750000001,693,164,156,-0.06876208874458876,-0.29056175304878057,-0.30546235576923086,0.00641025641025641,47.65212750000001
ret5s_reversal,50,1000,-48.29376700000002,693,164,156,-0.0696879754689755,-0.2944741890243903,-0.3095754294871796,0.00641025641025641,48.29376700000002
ret5s_reversal,50,1500,-47.41985000000001,693,161,153,-0.06842691197691199,-0.29453322981366464,-0.30993366013071905,0.032679738562091505,47.41985000000001
ret5s_reversal,50,2000,-47.83864999999997,693,156,148,-0.06903124098124094,-0.30665801282051264,-0.32323412162162146,0.02702702702702703,47.83864999999997
ret5s_reversal,50,3000,-39.292449999999995,693,150,142,-0.05669906204906204,-0.26194966666666664,-0.2767073943661971,0.02112676056338028,39.292449999999995
ret5s_reversal,50,4000,-37.85534999999999,693,146,138,-0.05462532467532466,-0.2592832191780821,-0.27431413043478253,0.036231884057971016,37.85534999999999
ret5s_reversal,50,5000,-39.499174800000006,693,141,133,-0.05699736623376624,-0.28013599148936175,-0.2969862766917294,0.015037593984962405,39.499174800000006
ret5s_reversal,50,7500,-44.87025000000003,693,131,123,-0.06474783549783554,-0.3425209923664124,-0.3647987804878051,0.12195121951219512,44.87025000000003
ret5s_reversal,50,10000,-37.67415,693,126,118,-0.05436385281385281,-0.29900119047619045,-0.31927245762711864,0.11016949152542373,37.67415
ret5s_reversal,100,500,-41.27178,693,164,154,-0.05955523809523809,-0.2516571951219512,-0.2679985714285714,0.012987012987012988,41.27178
ret5s_reversal,100,750,-44.01977750000001,693,164,154,-0.06352060245310247,-0.26841327743902443,-0.2858427110389611,0.01948051948051948,44.01977750000001
ret5s_reversal,100,1000,-44.16771700000002,693,164,154,-0.0637340793650794,-0.2693153475609757,-0.28680335714285726,0.006493506493506494,44.16771700000002
ret5s_reversal,100,1500,-43.83189999999999,693,161,151,-0.06324949494949493,-0.27224782608695647,-0.2902774834437086,0.033112582781456956,43.98209999999999
ret5s_reversal,100,2000,-44.29984999999997,693,156,146,-0.06392474747474743,-0.2839733974358972,-0.3034236301369861,0.0273972602739726,44.29984999999997
ret5s_reversal,100,3000,-35.81359999999999,693,150,140,-0.05167907647907646,-0.23875733333333324,-0.25581142857142847,0.02857142857142857,35.81359999999999
ret5s_reversal,100,4000,-34.67624999999999,693,146,136,-0.05003787878787877,-0.23750856164383555,-0.25497242647058815,0.04411764705882353,34.67624999999999
ret5s_reversal,100,5000,-36.324574799999986,693,141,131,-0.052416413852813835,-0.25762109787234033,-0.27728683053435105,0.030534351145038167,36.324574799999986
ret5s_reversal,100,7500,-41.78150000000003,693,131,121,-0.06029076479076483,-0.3189427480916033,-0.3453016528925622,0.12396694214876033,41.78150000000003
ret5s_reversal,100,10000,-35.025199999999984,693,126,116,-0.050541414141414116,-0.27797777777777766,-0.3019413793103447,0.12931034482758622,35.025199999999984
ret5s_reversal,250,500,-32.476533200000006,693,164,152,-0.04686368427128428,-0.19802764146341467,-0.21366140263157898,0.013157894736842105,32.476533200000006
ret5s_reversal,250,750,-35.41569470000002,693,164,152,-0.05110489855699858,-0.21594935792682937,-0.23299799144736855,0.019736842105263157,35.41569470000002
ret5s_reversal,250,1000,-36.15468140000001,693,164,152,-0.052171257431457445,-0.22045537439024396,-0.23785974605263163,0.006578947368421052,36.15468140000001
ret5s_reversal,250,1500,-36.544980800000005,693,161,149,-0.052734460028860036,-0.2269874583850932,-0.24526832751677854,0.03355704697986577,36.544980800000005
ret5s_reversal,250,2000,-37.84464,693,156,144,-0.054609870129870126,-0.24259384615384613,-0.26281,0.04861111111111111,37.84464
ret5s_reversal,250,3000,-28.8747956,693,150,138,-0.04166637171717172,-0.19249863733333333,-0.20923764927536231,0.057971014492753624,28.8747956
ret5s_reversal,250,4000,-28.382645599999996,693,146,134,-0.04095619855699855,-0.1944016821917808,-0.21181078805970147,0.07462686567164178,28.382645599999996
ret5s_reversal,250,5000,-30.529008400000002,693,141,129,-0.04405340317460318,-0.216517790070922,-0.23665897984496126,0.05426356589147287,30.529008400000002
ret5s_reversal,250,7500,-36.25710159999998,693,131,119,-0.052319049927849894,-0.2767717679389311,-0.30468152605042,0.14285714285714285,36.25710159999998
ret5s_reversal,250,10000,-29.6919284,693,126,114,-0.042845495526695525,-0.2356502253968254,-0.26045551228070174,0.13157894736842105,29.6919284
binance100_momentum,5,500,-19.432570399999996,764,176,166,-0.02543530157068062,-0.11041233181818179,-0.11706367710843371,0.18674698795180722,19.458720399999997
binance100_momentum,5,750,-18.345585999999997,764,176,166,-0.024012547120418844,-0.10423628409090907,-0.110515578313253,0.21084337349397592,18.371736
binance100_momentum,5,1000,-16.728835999999998,764,176,166,-0.021896382198952877,-0.09505020454545453,-0.1007761204819277,0.21084337349397592,16.728835999999998
binance100_momentum,5,1500,-13.4713,764,174,164,-0.01763259162303665,-0.07742126436781609,-0.0821420731707317,0.23780487804878048,13.4713
binance100_momentum,5,2000,-12.4972,764,169,159,-0.016357591623036648,-0.07394792899408284,-0.07859874213836478,0.2138364779874214,12.4976
binance100_momentum,5,3000,-21.607039999999994,764,163,153,-0.02828146596858638,-0.13255852760736192,-0.14122248366013068,0.24836601307189543,22.083289999999995
binance100_momentum,5,4000,-17.0126,764,159,149,-0.02226780104712042,-0.10699748427672956,-0.11417852348993288,0.28859060402684567,17.38295
binance100_momentum,5,5000,-14.973599999999994,764,154,144,-0.019598952879581143,-0.0972311688311688,-0.10398333333333329,0.2847222222222222,15.621099999999995
binance100_momentum,5,7500,-4.275749999999999,764,143,133,-0.0055965314136125635,-0.029900349650349642,-0.032148496240601496,0.38345864661654133,11.028899999999998
binance100_momentum,5,10000,-8.20135,764,139,129,-0.010734751308900524,-0.059002517985611506,-0.06357635658914729,0.4108527131782946,11.10865
binance100_momentum,10,500,-17.098350000000003,764,176,160,-0.022380039267015713,-0.09714971590909093,-0.10686468750000003,0.1875,17.124500000000005
binance100_momentum,10,750,-17.249436000000003,764,176,160,-0.02257779581151833,-0.09800815909090911,-0.10780897500000002,0.20625,17.275586000000004
binance100_momentum,10,1000,-15.433786000000001,764,176,160,-0.02020129057591623,-0.08769196590909091,-0.0964611625,0.20625,15.433786000000001
binance100_momentum,10,1500,-11.720600000000005,764,174,158,-0.015341099476439796,-0.06735977011494255,-0.07418101265822788,0.22784810126582278,11.720600000000005
binance100_momentum,10,2000,-10.343399999999999,764,170,154,-0.013538481675392669,-0.0608435294117647,-0.06716493506493505,0.22077922077922077,10.3438
binance100_momentum,10,3000,-20.921839999999992,764,165,149,-0.027384607329842922,-0.12679903030303025,-0.14041503355704693,0.2483221476510067,21.398089999999993
binance100_momentum,10,4000,-15.935499999999998,764,161,145,-0.020857984293193715,-0.0989782608695652,-0.10989999999999998,0.2896551724137931,16.30585
binance100_momentum,10,5000,-14.050049999999992,764,156,140,-0.018390117801047108,-0.09006442307692303,-0.10035749999999995,0.2785714285714286,14.601049999999994
binance100_momentum,10,7500,-3.5340500000000006,764,146,130,-0.004625719895287959,-0.024205821917808224,-0.027185000000000004,0.38461538461538464,11.0289
binance100_momentum,10,10000,-8.212299999999999,764,142,126,-0.010749083769633506,-0.05783309859154929,-0.06517698412698412,0.40476190476190477,11.10865
binance100_momentum,25,500,-19.905549999999998,764,176,151,-0.026054384816753925,-0.1130997159090909,-0.1318248344370861,0.13245033112582782,19.9317
